diet_tag,ingredient,ingredient_share,ingredient_type,country_of_origin,custom_yield_kg_ha
diet_replacement_sows,tapioca_65,0,concentrate,NA,NA
diet_replacement_sows,wheat_bran_20_starch,39.34,concentrate,NA,NA
diet_replacement_sows,soybean_meal_44_cp,0,concentrate,NA,NA
diet_replacement_sows,soybean_meal_47_cp,1.11,concentrate,NA,NA
diet_replacement_sows,extruded_soybeans,0,concentrate,NA,NA
diet_replacement_sows,rapeseed_meal_00_33_cp,0,concentrate,NA,NA
diet_replacement_sows,rapeseed_meal_00_36_cp,0,concentrate,NA,NA
diet_replacement_sows,sunflower_meal_36_cp,3.06,concentrate,NA,NA
diet_replacement_sows,meat_meal_50_14_26,0,concentrate,NA,NA
diet_replacement_sows,lard,2.83,concentrate,NA,NA
diet_replacement_sows,calcium_carbonate,1.69,concentrate,NA,NA
diet_replacement_sows,monocalcium_phosphate_hydrated,0,concentrate,NA,NA
diet_replacement_sows,sodium_chloride_mine_92,0.4,concentrate,NA,NA
diet_replacement_sows,Vitamin/mineral_supplement,0.51,concentrate,NA,NA
diet_replacement_sows,l_lysine_50,0.18,concentrate,NA,NA
diet_replacement_sows,methionine_hydroxy_analog,0,concentrate,NA,NA
diet_replacement_sows,l_threonine,0.07,concentrate,NA,NA
diet_replacement_sows,l_triptophane,0,concentrate,NA,NA
diet_replacement_sows,l_valine,0,concentrate,NA,NA
diet_replacement_sows,l_isoleucine,0,concentrate,NA,NA
diet_gest1_sows,barley_2_rows_national_11_3_cp,17.24,concentrate,Spain,NA
diet_gest1_sows,corn_national,33.57,concentrate,Spain,NA
diet_gest1_sows,wheat_soft_national_10_2_cp,0,concentrate,Spain,NA
diet_gest1_sows,molasses_sugarcane,0,concentrate,NA,NA
diet_gest1_sows,tapioca_65,0,concentrate,NA,NA
diet_gest1_sows,wheat_bran_20_starch,39.34,concentrate,NA,NA
diet_gest1_sows,soybean_meal_44_cp,0,concentrate,NA,NA
diet_gest1_sows,soybean_meal_47_cp,1.11,concentrate,NA,NA
diet_gest1_sows,extruded_soybeans,0,concentrate,NA,NA
diet_gest1_sows,rapeseed_meal_00_33_cp,0,concentrate,NA,NA
diet_gest1_sows,rapeseed_meal_00_36_cp,0,concentrate,NA,NA
diet_gest1_sows,sunflower_meal_36_cp,3.06,concentrate,NA,NA
diet_gest1_sows,meat_meal_50_14_26,0,concentrate,NA,NA
diet_gest1_sows,lard,2.83,concentrate,NA,NA
diet_gest1_sows,calcium_carbonate,1.69,concentrate,NA,NA
diet_gest1_sows,monocalcium_phosphate_hydrated,0,concentrate,NA,NA
diet_gest1_sows,sodium_chloride_mine_92,0.4,concentrate,NA,NA
diet_gest1_sows,Vitamin/mineral_supplement,0.51,concentrate,NA,NA
diet_gest1_sows,l_lysine_50,0.18,concentrate,NA,NA
diet_gest1_sows,methionine_hydroxy_analog,0,concentrate,NA,NA
diet_gest1_sows,l_threonine,0.07,concentrate,NA,NA
diet_gest1_sows,l_triptophane,0,concentrate,NA,NA
diet_gest1_sows,l_valine,0,concentrate,NA,NA
diet_gest1_sows,l_isoleucine,0,concentrate,NA,NA
diet_gest2_sows,barley_2_rows_national_11_3_cp,17.24,concentrate,Spain,NA
diet_gest2_sows,corn_national,33.57,concentrate,Spain,NA
diet_gest2_sows,wheat_soft_national_10_2_cp,0,concentrate,Spain,NA
diet_gest2_sows,molasses_sugarcane,0,concentrate,NA,NA
diet_gest2_sows,tapioca_65,0,concentrate,NA,NA
diet_gest2_sows,wheat_bran_20_starch,39.34,concentrate,NA,NA
diet_gest2_sows,soybean_meal_44_cp,0,concentrate,NA,NA
diet_gest2_sows,soybean_meal_47_cp,1.11,concentrate,NA,NA
diet_gest2_sows,extruded_soybeans,0,concentrate,NA,NA
diet_gest2_sows,rapeseed_meal_00_33_cp,0,concentrate,NA,NA
diet_gest2_sows,rapeseed_meal_00_36_cp,0,concentrate,NA,NA
diet_gest2_sows,sunflower_meal_36_cp,3.06,concentrate,NA,NA
diet_gest2_sows,meat_meal_50_14_26,0,concentrate,NA,NA
diet_gest2_sows,lard,2.83,concentrate,NA,NA
diet_gest2_sows,calcium_carbonate,1.69,concentrate,NA,NA
diet_gest2_sows,monocalcium_phosphate_hydrated,0,concentrate,NA,NA
diet_gest2_sows,sodium_chloride_mine_92,0.4,concentrate,NA,NA
diet_gest2_sows,Vitamin/mineral_supplement,0.51,concentrate,NA,NA
diet_gest2_sows,l_lysine_50,0.18,concentrate,NA,NA
diet_gest2_sows,methionine_hydroxy_analog,0,concentrate,NA,NA
diet_gest2_sows,l_threonine,0.07,concentrate,NA,NA
diet_gest2_sows,l_triptophane,0,concentrate,NA,NA
diet_gest2_sows,l_valine,0,concentrate,NA,NA
diet_gest2_sows,l_isoleucine,0,concentrate,NA,NA
diet_lact1_sows,barley_2_rows_national_11_3_cp,5.12,concentrate,Spain,NA
diet_lact1_sows,corn_national,37.54,concentrate,Spain,NA
diet_lact1_sows,wheat_soft_national_10_2_cp,5.02,concentrate,Spain,NA
diet_lact1_sows,molasses_sugarcane,0,concentrate,NA,NA
diet_lact1_sows,tapioca_65,0,concentrate,NA,NA
diet_lact1_sows,wheat_bran_20_starch,23.48,concentrate,NA,NA
diet_lact1_sows,soybean_meal_44_cp,14.54,concentrate,NA,NA
diet_lact1_sows,soybean_meal_47_cp,0,concentrate,NA,NA
diet_lact1_sows,extruded_soybeans,0,concentrate,NA,NA
diet_lact1_sows,rapeseed_meal_00_33_cp,0,concentrate,NA,NA
diet_lact1_sows,rapeseed_meal_00_36_cp,0,concentrate,NA,NA
diet_lact1_sows,sunflower_meal_36_cp,5.09,concentrate,NA,NA
diet_lact1_sows,meat_meal_50_14_26,0,concentrate,NA,NA
diet_lact1_sows,lard,5.84,concentrate,NA,NA
diet_lact1_sows,calcium_carbonate,1.99,concentrate,NA,NA
diet_lact1_sows,monocalcium_phosphate_hydrated,0,concentrate,NA,NA
diet_lact1_sows,sodium_chloride_mine_92,0.51,concentrate,NA,NA
diet_lact1_sows,Vitamin/mineral_supplement,0.52,concentrate,NA,NA
diet_lact1_sows,l_lysine_50,0.23,concentrate,NA,NA
diet_lact1_sows,methionine_hydroxy_analog,0.04,concentrate,NA,NA
diet_lact1_sows,l_threonine,0.08,concentrate,NA,NA
diet_lact1_sows,l_triptophane,0,concentrate,NA,NA
diet_lact1_sows,l_valine,0,concentrate,NA,NA
diet_lact1_sows,l_isoleucine,0,concentrate,NA,NA
diet_lact2_sows,barley_2_rows_national_11_3_cp,5.12,concentrate,Spain,NA
diet_lact2_sows,corn_national,37.54,concentrate,Spain,NA
diet_lact2_sows,wheat_soft_national_10_2_cp,5.02,concentrate,Spain,NA
diet_lact2_sows,molasses_sugarcane,0,concentrate,NA,NA
diet_lact2_sows,tapioca_65,0,concentrate,NA,NA
diet_lact2_sows,wheat_bran_20_starch,23.48,concentrate,NA,NA
diet_lact2_sows,soybean_meal_44_cp,14.54,concentrate,NA,NA
diet_lact2_sows,soybean_meal_47_cp,0,concentrate,NA,NA
diet_lact2_sows,extruded_soybeans,0,concentrate,NA,NA
diet_lact2_sows,rapeseed_meal_00_33_cp,0,concentrate,NA,NA
diet_lact2_sows,rapeseed_meal_00_36_cp,0,concentrate,NA,NA
diet_lact2_sows,sunflower_meal_36_cp,5.09,concentrate,NA,NA
diet_lact2_sows,meat_meal_50_14_26,0,concentrate,NA,NA
diet_lact2_sows,lard,5.84,concentrate,NA,NA
diet_lact2_sows,calcium_carbonate,1.99,concentrate,NA,NA
diet_lact2_sows,monocalcium_phosphate_hydrated,0,concentrate,NA,NA
diet_lact2_sows,sodium_chloride_mine_92,0.51,concentrate,NA,NA
diet_lact2_sows,Vitamin/mineral_supplement,0.52,concentrate,NA,NA
diet_lact2_sows,l_lysine_50,0.23,concentrate,NA,NA
diet_lact2_sows,methionine_hydroxy_analog,0.04,concentrate,NA,NA
diet_lact2_sows,l_threonine,0.08,concentrate,NA,NA
diet_lact2_sows,l_triptophane,0,concentrate,NA,NA
diet_lact2_sows,l_valine,0,concentrate,NA,NA
diet_lact2_sows,l_isoleucine,0,concentrate,NA,NA
diet_rest1_sows,barley_2_rows_national_11_3_cp,5.12,concentrate,Spain,NA
diet_rest1_sows,corn_national,37.54,concentrate,Spain,NA
diet_rest1_sows,wheat_soft_national_10_2_cp,5.02,concentrate,Spain,NA
diet_rest1_sows,molasses_sugarcane,0,concentrate,NA,NA
diet_rest1_sows,tapioca_65,0,concentrate,NA,NA
diet_rest1_sows,wheat_bran_20_starch,23.48,concentrate,NA,NA
diet_rest1_sows,soybean_meal_44_cp,14.54,concentrate,NA,NA
diet_rest1_sows,soybean_meal_47_cp,0,concentrate,NA,NA
diet_rest1_sows,extruded_soybeans,0,concentrate,NA,NA
diet_rest1_sows,rapeseed_meal_00_33_cp,0,concentrate,NA,NA
diet_rest1_sows,rapeseed_meal_00_36_cp,0,concentrate,NA,NA
diet_rest1_sows,sunflower_meal_36_cp,5.09,concentrate,NA,NA
diet_rest1_sows,meat_meal_50_14_26,0,concentrate,NA,NA
diet_rest1_sows,lard,5.84,concentrate,NA,NA
diet_rest1_sows,calcium_carbonate,1.99,concentrate,NA,NA
diet_rest1_sows,monocalcium_phosphate_hydrated,0,concentrate,NA,NA
diet_rest1_sows,sodium_chloride_mine_92,0.51,concentrate,NA,NA
diet_rest1_sows,Vitamin/mineral_supplement,0.52,concentrate,NA,NA
diet_rest1_sows,l_lysine_50,0.23,concentrate,NA,NA
diet_rest1_sows,methionine_hydroxy_analog,0.04,concentrate,NA,NA
diet_rest1_sows,l_threonine,0.08,concentrate,NA,NA
diet_rest1_sows,l_triptophane,0,concentrate,NA,NA
diet_rest1_sows,l_valine,0,concentrate,NA,NA
diet_rest1_sows,l_isoleucine,0,concentrate,NA,NA
diet_rest2_sows,barley_2_rows_national_11_3_cp,17.24,concentrate,Spain,NA
diet_rest2_sows,corn_national,33.57,concentrate,Spain,NA
diet_rest2_sows,wheat_soft_national_10_2_cp,0,concentrate,Spain,NA
diet_rest2_sows,molasses_sugarcane,0,concentrate,NA,NA
diet_rest2_sows,tapioca_65,0,concentrate,NA,NA
diet_rest2_sows,wheat_bran_20_starch,39.34,concentrate,NA,NA
diet_rest2_sows,soybean_meal_44_cp,0,concentrate,NA,NA
diet_rest2_sows,soybean_meal_47_cp,1.11,concentrate,NA,NA
diet_rest2_sows,extruded_soybeans,0,concentrate,NA,NA
diet_rest2_sows,rapeseed_meal_00_33_cp,0,concentrate,NA,NA
diet_rest2_sows,rapeseed_meal_00_36_cp,0,concentrate,NA,NA
diet_rest2_sows,sunflower_meal_36_cp,3.06,concentrate,NA,NA
diet_rest2_sows,meat_meal_50_14_26,0,concentrate,NA,NA
diet_rest2_sows,lard,2.83,concentrate,NA,NA
diet_rest2_sows,calcium_carbonate,1.69,concentrate,NA,NA
diet_rest2_sows,monocalcium_phosphate_hydrated,0,concentrate,NA,NA
diet_rest2_sows,sodium_chloride_mine_92,0.4,concentrate,NA,NA
diet_rest2_sows,Vitamin/mineral_supplement,0.51,concentrate,NA,NA
diet_rest2_sows,l_lysine_50,0.18,concentrate,NA,NA
diet_rest2_sows,methionine_hydroxy_analog,0,concentrate,NA,NA
diet_rest2_sows,l_threonine,0.07,concentrate,NA,NA
diet_rest2_sows,l_triptophane,0,concentrate,NA,NA
diet_rest2_sows,l_valine,0,concentrate,NA,NA
diet_rest2_sows,l_isoleucine,0,concentrate,NA,NA
